patient	well_fov	compartment	channel	feature	processor_type	input_subparent_name	mask_subparent_name	output_features_subparent_name
NF0021_T1	E4-7	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E4-7	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E4-7	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-1	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-1	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-1	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-1	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-1	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-2	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-2	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-2	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-2	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-2	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-3	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-3	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-3	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-3	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-3	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-4	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-4	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-4	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-4	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-4	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-5	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-5	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-5	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-5	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-5	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-6	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-6	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-6	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-6	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-6	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-7	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-7	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-7	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-7	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E5-7	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-1	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-1	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-1	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-1	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-1	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-2	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-2	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-2	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-2	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-2	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-3	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-3	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-3	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-3	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-3	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-4	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-4	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-4	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-4	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-4	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-5	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-5	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-5	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-5	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-5	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-6	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-6	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-6	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-6	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-6	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-7	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-7	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-7	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-7	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E6-7	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-1	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-1	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-1	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-1	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-1	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-2	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-2	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-2	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-2	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-2	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-3	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-3	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-3	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-3	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-3	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-4	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-4	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-4	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-4	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-4	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-5	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-5	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-5	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-5	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-5	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-6	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-6	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-6	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-6	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-6	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-7	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-7	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-7	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-7	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E7-7	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-1	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-1	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-1	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-1	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-1	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-2	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-2	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-2	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-2	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-2	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-3	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-3	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-3	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-3	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-3	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-4	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-4	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-4	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-4	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-4	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-5	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-5	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-5	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-5	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-5	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-6	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-6	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-6	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-6	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-6	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-7	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-7	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-7	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-7	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E8-7	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-1	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-1	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-1	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-1	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-1	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-2	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-2	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-2	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-2	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-2	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-3	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-3	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-3	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-3	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-3	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-4	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-4	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-4	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-4	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-4	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-5	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-5	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-5	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-5	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-5	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-6	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-6	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-6	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-6	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-6	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-7	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-7	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-7	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-7	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	E9-7	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-1	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-1	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-1	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-1	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-1	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-2	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-2	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-2	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-2	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-2	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-3	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-3	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-3	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-3	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-3	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-4	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-4	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-4	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-4	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-4	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-5	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-5	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-5	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-5	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-5	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-6	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-6	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-6	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-6	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-6	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-7	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-7	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-7	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-7	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F10-7	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-1	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-1	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-1	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-1	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-1	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-2	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-2	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-2	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-2	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-2	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-3	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-3	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-3	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-3	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-3	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-4	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-4	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-4	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-4	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-4	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-5	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-5	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-5	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-5	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-5	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-6	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-6	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-6	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-6	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-6	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-7	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-7	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-7	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-7	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F11-7	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-1	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-1	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-1	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-1	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-1	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-2	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-2	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-2	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-2	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-2	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-3	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-3	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-3	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-3	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-3	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-4	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-4	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-4	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-4	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-4	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-5	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-5	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-5	Organoid	Mito	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-5	Organoid	BF	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-5	Organoid	AGP	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-6	Organoid	ER	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
NF0021_T1	F2-6	Organoid	DNA	Intensity	CPU	zstack_images	segmentation_masks	extracted_features
